web-scraper-order,web-scraper-start-url,Date,Open,Close*,Empresa
1615855188-1388,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Mar 04, 2020","1,946.57","1,975.83",Amazon
1615855188-1308,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Jun 26, 2020","2,775.06","2,692.87",Amazon
1615855188-1131,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Mar 11, 2021","3,104.01","3,113.59",Amazon
1615855188-1391,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Feb 28, 2020","1,814.63","1,883.75",Amazon
1615855188-1291,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Jul 22, 2020","3,125.00","3,099.91",Amazon
1615855188-1347,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"May 01, 2020","2,336.80","2,286.04",Amazon
1615855188-1412,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Jan 29, 2020","1,864.00","1,858.00",Amazon
1615855188-1332,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"May 22, 2020","2,455.01","2,436.88",Amazon
1615855188-1145,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Feb 19, 2021","3,328.23","3,249.90",Amazon
1615855188-1362,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Apr 09, 2020","2,044.30","2,042.76",Amazon
1615855188-1338,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"May 14, 2020","2,361.01","2,388.85",Amazon
1615855188-1137,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Mar 03, 2021","3,081.18","3,005.00",Amazon
1615855188-1177,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Jan 04, 2021","3,270.00","3,186.63",Amazon
1615855188-1266,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Aug 26, 2020","3,351.11","3,441.85",Amazon
1615855188-1348,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Apr 30, 2020","2,419.84","2,474.00",Amazon
1615855188-1195,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Dec 07, 2020","3,156.48","3,158.00",Amazon
1615855188-1181,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Dec 28, 2020","3,194.00","3,283.96",Amazon
1615855188-1240,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Oct 02, 2020","3,153.63","3,125.00",Amazon
1615855188-1238,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Oct 06, 2020","3,165.00","3,099.96",Amazon
1615855188-1368,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Apr 01, 2020","1,932.97","1,907.70",Amazon
1615855188-1274,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Aug 14, 2020","3,178.18","3,148.02",Amazon
1615855188-1255,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Sep 11, 2020","3,208.69","3,116.22",Amazon
1615855188-1233,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Oct 13, 2020","3,467.99","3,443.63",Amazon
1615855188-1271,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Aug 19, 2020","3,303.01","3,260.48",Amazon
1615855188-1146,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Feb 18, 2021","3,282.42","3,328.23",Amazon
1615855188-1272,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Aug 18, 2020","3,212.00","3,312.49",Amazon
1615855188-1254,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Sep 14, 2020","3,172.94","3,102.97",Amazon
1615855188-1310,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Jun 24, 2020","2,780.00","2,734.40",Amazon
1615855188-1179,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Dec 30, 2020","3,341.00","3,285.85",Amazon
1615855188-1297,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Jul 14, 2020","3,089.00","3,084.00",Amazon
1615855188-1420,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Jan 16, 2020","1,882.99","1,877.94",Amazon
1615855188-1292,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Jul 21, 2020","3,232.49","3,138.29",Amazon
1615855188-1212,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Nov 11, 2020","3,061.78","3,137.39",Amazon
1615855188-1149,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Feb 12, 2021","3,250.00","3,277.71",Amazon
1615855188-1228,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Oct 20, 2020","3,222.28","3,217.01",Amazon
1615855188-1397,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Feb 20, 2020","2,173.07","2,153.10",Amazon
1615855188-1138,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Mar 02, 2021","3,143.47","3,094.53",Amazon
1615855188-1416,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Jan 23, 2020","1,885.11","1,884.58",Amazon
1615855188-1321,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Jun 09, 2020","2,529.44","2,600.86",Amazon
1615855188-1324,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Jun 04, 2020","2,477.43","2,460.60",Amazon
1615855188-1336,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"May 18, 2020","2,404.35","2,426.26",Amazon
1615855188-1200,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Nov 30, 2020","3,208.48","3,168.04",Amazon
1615855188-1139,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Mar 01, 2021","3,127.89","3,146.14",Amazon
1615855188-1430,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Jan 02, 2020","1,875.00","1,898.01",Amazon
1615855188-1278,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Aug 10, 2020","3,170.31","3,148.16",Amazon
1615855188-1165,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Jan 21, 2021","3,293.00","3,306.99",Amazon
1615855188-1223,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Oct 27, 2020","3,224.94","3,286.33",Amazon
1615855188-1174,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Jan 07, 2021","3,157.00","3,162.16",Amazon
1615855188-1396,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Feb 21, 2020","2,142.15","2,095.97",Amazon
1615855188-1350,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Apr 28, 2020","2,372.10","2,314.08",Amazon
1615855188-1225,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Oct 23, 2020","3,191.00","3,204.40",Amazon
1615855188-1355,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Apr 21, 2020","2,416.61","2,328.12",Amazon
1615855188-1134,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Mar 08, 2021","3,015.00","2,951.95",Amazon
1615855188-1422,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Jan 14, 2020","1,885.88","1,869.44",Amazon
1615855188-1193,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Dec 09, 2020","3,167.89","3,104.20",Amazon
1615855188-1237,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Oct 07, 2020","3,135.00","3,195.69",Amazon
1615855188-1370,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Mar 30, 2020","1,922.83","1,963.95",Amazon
1615855188-1359,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Apr 15, 2020","2,257.68","2,307.68",Amazon
1615855188-1287,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Jul 28, 2020","3,054.27","3,000.33",Amazon
1615855188-1406,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Feb 06, 2020","2,041.02","2,050.23",Amazon
1615855188-1173,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Jan 08, 2021","3,180.00","3,182.70",Amazon
1615855188-1352,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Apr 24, 2020","2,417.00","2,410.22",Amazon
1615855188-1231,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Oct 15, 2020","3,292.01","3,338.65",Amazon
1615855188-1387,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Mar 05, 2020","1,933.00","1,924.03",Amazon
1615855188-1325,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Jun 03, 2020","2,468.01","2,478.40",Amazon
1615855188-1375,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Mar 23, 2020","1,827.75","1,902.83",Amazon
1615855188-1379,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Mar 17, 2020","1,775.47","1,807.84",Amazon
1615855188-1220,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Oct 30, 2020","3,157.75","3,036.15",Amazon
1615855188-1229,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Oct 19, 2020","3,299.61","3,207.21",Amazon
1615855188-1300,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Jul 09, 2020","3,115.99","3,182.63",Amazon
1615855188-1393,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Feb 26, 2020","1,970.28","1,979.59",Amazon
1615855188-1218,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Nov 03, 2020","3,018.53","3,048.41",Amazon
1615855188-1327,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Jun 01, 2020","2,448.00","2,471.04",Amazon
1615855188-1304,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Jul 02, 2020","2,912.01","2,890.30",Amazon
1615855188-1389,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Mar 03, 2020","1,975.37","1,908.99",Amazon
1615855188-1323,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Jun 05, 2020","2,444.51","2,483.00",Amazon
1615855188-1392,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Feb 27, 2020","1,934.38","1,884.30",Amazon
1615855188-1262,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Sep 01, 2020","3,489.58","3,499.12",Amazon
1615855188-1428,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Jan 06, 2020","1,860.00","1,902.88",Amazon
1615855188-1219,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Nov 02, 2020","3,061.74","3,004.48",Amazon
1615855188-1298,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Jul 13, 2020","3,251.06","3,104.00",Amazon
1615855188-1351,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Apr 27, 2020","2,443.20","2,376.00",Amazon
1615855188-1365,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Apr 06, 2020","1,936.00","1,997.59",Amazon
1615855188-1269,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Aug 21, 2020","3,295.00","3,284.72",Amazon
1615855188-1326,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Jun 02, 2020","2,467.00","2,472.41",Amazon
1615855188-1282,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Aug 04, 2020","3,101.21","3,138.83",Amazon
1615855188-1374,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Mar 24, 2020","1,951.50","1,940.10",Amazon
1615855188-1207,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Nov 18, 2020","3,134.00","3,105.46",Amazon
1615855188-1241,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Oct 01, 2020","3,208.00","3,221.26",Amazon
1615855188-1371,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Mar 27, 2020","1,930.86","1,900.10",Amazon
1615855188-1167,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Jan 19, 2021","3,107.00","3,120.76",Amazon
1615855188-1210,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Nov 13, 2020","3,122.00","3,128.81",Amazon
1615855188-1176,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Jan 05, 2021","3,166.01","3,218.51",Amazon
1615855188-1265,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Aug 27, 2020","3,450.05","3,400.00",Amazon
1615855188-1403,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Feb 11, 2020","2,150.90","2,150.80",Amazon
1615855188-1248,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Sep 22, 2020","3,033.84","3,128.99",Amazon
1615855188-1175,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Jan 06, 2021","3,146.48","3,138.38",Amazon
1615855188-1341,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"May 11, 2020","2,374.70","2,409.00",Amazon
1615855188-1426,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Jan 08, 2020","1,898.04","1,891.97",Amazon
1615855188-1159,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Jan 29, 2021","3,230.00","3,206.20",Amazon
1615855188-1251,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Sep 17, 2020","3,009.25","3,008.73",Amazon
1615855188-1260,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Sep 03, 2020","3,485.00","3,368.00",Amazon
1615855188-1425,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Jan 09, 2020","1,909.89","1,901.05",Amazon
1615855188-1230,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Oct 16, 2020","3,363.23","3,272.71",Amazon
1615855188-1303,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Jul 06, 2020","2,934.97","3,057.04",Amazon
1615855188-1202,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Nov 25, 2020","3,141.87","3,185.07",Amazon
1615855188-1224,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Oct 26, 2020","3,198.74","3,207.04",Amazon
1615855188-1401,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Feb 13, 2020","2,144.99","2,149.87",Amazon
1615855188-1130,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Mar 12, 2021","3,075.00","3,089.49",Amazon
1615855188-1317,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Jun 15, 2020","2,526.60","2,572.68",Amazon
1615855188-1155,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Feb 04, 2021","3,330.00","3,331.00",Amazon
1615855188-1222,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Oct 28, 2020","3,249.30","3,162.78",Amazon
1615855188-1424,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Jan 10, 2020","1,905.37","1,883.16",Amazon
1615855188-1342,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"May 08, 2020","2,372.14","2,379.61",Amazon
1615855188-1358,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Apr 16, 2020","2,346.00","2,408.19",Amazon
1615855188-1150,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Feb 11, 2021","3,292.00","3,262.13",Amazon
1615855188-1408,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Feb 04, 2020","2,029.88","2,049.67",Amazon
1615855188-1305,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Jul 01, 2020","2,757.99","2,878.70",Amazon
1615855188-1315,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"Jun 17, 2020","2,647.50","2,640.98",Amazon
1615855188-1331,https://finance.yahoo.com/quote/AMZN/history?period1=1577836800&period2=1615766400&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true,"May 26, 2020","2,458.00","2,421.86",Amazon
