web-scraper-order,web-scraper-start-url,Date,Open,High,Low,Close*,Adj Close**,Volume,Empresa
1615775240-3241,https://finance.yahoo.com/quote/FB/history?p=FB,"Aug 18, 2020",260.95,265.15,259.26,262.34,262.34,"18,690,400",Facebook
1615775240-3177,https://finance.yahoo.com/quote/FB/history?p=FB,"Nov 17, 2020",277.68,277.68,273.29,275,275,"15,040,300",Facebook
1615775240-3133,https://finance.yahoo.com/quote/FB/history?p=FB,"Jan 22, 2021",272.01,278.47,272,274.5,274.5,"21,954,000",Facebook
1615775240-3332,https://finance.yahoo.com/quote/FB/history?p=FB,"Apr 08, 2020",171.25,175,167.74,174.28,174.28,"21,664,200",Facebook
1615775240-3162,https://finance.yahoo.com/quote/FB/history?p=FB,"Dec 09, 2020",283.66,287.63,271.75,277.92,277.92,"25,189,700",Facebook
1615775240-3199,https://finance.yahoo.com/quote/FB/history?p=FB,"Oct 16, 2020",267.38,271.37,265.3,265.93,265.93,"16,622,700",Facebook
1615775240-3150,https://finance.yahoo.com/quote/FB/history?p=FB,"Dec 28, 2020",268.74,277.3,265.66,277,277,"23,299,700",Facebook
1615775240-3147,https://finance.yahoo.com/quote/FB/history?p=FB,"Dec 31, 2020",272,277.09,269.81,273.16,273.16,"12,900,400",Facebook
1615775240-3310,https://finance.yahoo.com/quote/FB/history?p=FB,"May 11, 2020",210.89,215,210.37,213.18,213.18,"12,911,900",Facebook
1615775240-3117,https://finance.yahoo.com/quote/FB/history?p=FB,"Feb 16, 2021",270.8,276.6,270.05,273.97,273.97,"15,417,200",Facebook
1615775240-3214,https://finance.yahoo.com/quote/FB/history?p=FB,"Sep 25, 2020",249.4,255.75,246.61,254.82,254.82,"18,351,300",Facebook
1615775240-3324,https://finance.yahoo.com/quote/FB/history?p=FB,"Apr 21, 2020",175.25,175.38,168.34,170.8,170.8,"24,850,500",Facebook
1615775240-3334,https://finance.yahoo.com/quote/FB/history?p=FB,"Apr 06, 2020",160.15,166.2,158.51,165.55,165.55,"28,453,600",Facebook
1615775240-3100,https://finance.yahoo.com/quote/FB/history?p=FB,"Mar 11, 2021",268.11,277.9,267.82,273.88,273.88,"21,816,600",Facebook
1615775240-3222,https://finance.yahoo.com/quote/FB/history?p=FB,"Sep 15, 2020",270.67,274.52,269.3,272.42,272.42,"18,478,500",Facebook
1615775240-3179,https://finance.yahoo.com/quote/FB/history?p=FB,"Nov 13, 2020",277.72,277.76,273.1,276.95,276.95,"10,391,200",Facebook
1615775240-3171,https://finance.yahoo.com/quote/FB/history?p=FB,"Nov 25, 2020",278.14,280.18,272.65,275.59,275.59,"12,467,000",Facebook
1615775240-3121,https://finance.yahoo.com/quote/FB/history?p=FB,"Feb 09, 2021",266.44,273.39,265.75,269.45,269.45,"14,613,400",Facebook
1615775240-3278,https://finance.yahoo.com/quote/FB/history?p=FB,"Jun 25, 2020",234.62,237.3,232.74,235.68,235.68,"18,704,300",Facebook
1615775240-3110,https://finance.yahoo.com/quote/FB/history?p=FB,"Feb 25, 2021",262.3,266.94,254.04,254.69,254.69,"19,053,100",Facebook
1615775240-3134,https://finance.yahoo.com/quote/FB/history?p=FB,"Jan 21, 2021",269.26,273.6,267.49,272.87,272.87,"20,838,700",Facebook
1615775240-3312,https://finance.yahoo.com/quote/FB/history?p=FB,"May 07, 2020",211.16,211.6,209.04,211.26,211.26,"15,152,000",Facebook
1615775240-3187,https://finance.yahoo.com/quote/FB/history?p=FB,"Nov 03, 2020",263.16,270.05,260.88,265.3,265.3,"17,961,900",Facebook
1615775240-3190,https://finance.yahoo.com/quote/FB/history?p=FB,"Oct 29, 2020",276.55,283.6,273.78,280.83,280.83,"32,368,100",Facebook
1615775240-3101,https://finance.yahoo.com/quote/FB/history?p=FB,"Mar 10, 2021",268.64,268.97,262.87,264.9,264.9,"14,197,500",Facebook
1615775240-3165,https://finance.yahoo.com/quote/FB/history?p=FB,"Dec 04, 2020",280.3,283.46,279.3,279.7,279.7,"10,880,300",Facebook
1615775240-3156,https://finance.yahoo.com/quote/FB/history?p=FB,"Dec 17, 2020",277.07,280.44,273.61,274.48,274.48,"16,377,800",Facebook
1615775240-3198,https://finance.yahoo.com/quote/FB/history?p=FB,"Oct 19, 2020",265.53,268.55,259.88,261.4,261.4,"13,587,000",Facebook
1615775240-3225,https://finance.yahoo.com/quote/FB/history?p=FB,"Sep 10, 2020",275.51,279.16,267.03,268.09,268.09,"24,814,700",Facebook
1615775240-3130,https://finance.yahoo.com/quote/FB/history?p=FB,"Jan 27, 2021",282.53,283.45,268.12,272.14,272.14,"35,346,200",Facebook
1615775240-3206,https://finance.yahoo.com/quote/FB/history?p=FB,"Oct 07, 2020",259.21,260.18,254.82,258.12,258.12,"23,133,400",Facebook
1615775240-3210,https://finance.yahoo.com/quote/FB/history?p=FB,"Oct 01, 2020",265.35,268.33,264.8,266.63,266.63,"20,009,800",Facebook
1615775240-3236,https://finance.yahoo.com/quote/FB/history?p=FB,"Aug 25, 2020",272.41,283.09,270.26,280.82,280.82,"42,127,200",Facebook
1615775240-3247,https://finance.yahoo.com/quote/FB/history?p=FB,"Aug 10, 2020",268.04,273.86,259.69,263,263,"30,248,800",Facebook
1615775240-3301,https://finance.yahoo.com/quote/FB/history?p=FB,"May 22, 2020",231.51,235.99,228.74,234.91,234.91,"33,925,600",Facebook
1615775240-3105,https://finance.yahoo.com/quote/FB/history?p=FB,"Mar 04, 2021",256.47,266.49,253.5,257.64,257.64,"31,570,100",Facebook
1615775240-3328,https://finance.yahoo.com/quote/FB/history?p=FB,"Apr 15, 2020",175.19,178.19,172.82,176.97,176.97,"17,423,000",Facebook
1615775240-3291,https://finance.yahoo.com/quote/FB/history?p=FB,"Jun 08, 2020",229.03,231.55,227.41,231.4,231.4,"15,466,500",Facebook
1615775240-3253,https://finance.yahoo.com/quote/FB/history?p=FB,"Jul 31, 2020",255.82,255.85,249,253.67,253.67,"53,005,100",Facebook
1615775240-3157,https://finance.yahoo.com/quote/FB/history?p=FB,"Dec 16, 2020",274.76,277.86,272.51,275.67,275.67,"15,885,000",Facebook
1615775240-3138,https://finance.yahoo.com/quote/FB/history?p=FB,"Jan 14, 2021",253.4,255.03,244.61,245.64,245.64,"29,739,400",Facebook
1615775240-3203,https://finance.yahoo.com/quote/FB/history?p=FB,"Oct 12, 2020",270.2,280.18,267.87,275.75,275.75,"31,019,300",Facebook
1615775240-3231,https://finance.yahoo.com/quote/FB/history?p=FB,"Sep 01, 2020",294.71,301.49,292.71,295.44,295.44,"17,295,900",Facebook
1615775240-3271,https://finance.yahoo.com/quote/FB/history?p=FB,"Jul 07, 2020",239.41,247.65,238.82,240.86,240.86,"27,887,800",Facebook
1615775240-3257,https://finance.yahoo.com/quote/FB/history?p=FB,"Jul 27, 2020",231.46,234.95,230.83,233.5,233.5,"13,163,100",Facebook
1615775240-3305,https://finance.yahoo.com/quote/FB/history?p=FB,"May 18, 2020",212.15,214.64,210.94,213.19,213.19,"20,151,900",Facebook
1615775240-3286,https://finance.yahoo.com/quote/FB/history?p=FB,"Jun 15, 2020",225.09,233.77,224.8,232.5,232.5,"15,340,300",Facebook
1615775240-3259,https://finance.yahoo.com/quote/FB/history?p=FB,"Jul 23, 2020",239.63,242.42,231.75,232.6,232.6,"21,771,800",Facebook
1615775240-3268,https://finance.yahoo.com/quote/FB/history?p=FB,"Jul 10, 2020",243.69,245.49,239.32,245.07,245.07,"22,982,700",Facebook
1615775240-3277,https://finance.yahoo.com/quote/FB/history?p=FB,"Jun 26, 2020",232.64,233.09,215.4,216.08,216.08,"76,343,900",Facebook
1615775240-3249,https://finance.yahoo.com/quote/FB/history?p=FB,"Aug 06, 2020",249.04,266.6,248.67,265.28,265.28,"45,241,600",Facebook
1615775240-3343,https://finance.yahoo.com/quote/FB/history?p=FB,"Mar 24, 2020",155.21,161.31,152.57,160.98,160.98,"30,440,400",Facebook
1615775240-3323,https://finance.yahoo.com/quote/FB/history?p=FB,"Apr 22, 2020",178.45,184.78,178.14,182.28,182.28,"33,242,000",Facebook
1615775240-3201,https://finance.yahoo.com/quote/FB/history?p=FB,"Oct 14, 2020",277.62,278.75,271.5,271.82,271.82,"15,577,800",Facebook
1615775240-3234,https://finance.yahoo.com/quote/FB/history?p=FB,"Aug 27, 2020",300.16,301.23,292.02,293.22,293.22,"30,301,300",Facebook
1615775240-3350,https://finance.yahoo.com/quote/FB/history?p=FB,"Mar 13, 2020",163.53,170.79,157.6,170.28,170.28,"35,028,600",Facebook
1615775240-3285,https://finance.yahoo.com/quote/FB/history?p=FB,"Jun 16, 2020",237.14,238.46,233,235.65,235.65,"15,236,700",Facebook
1615775240-3315,https://finance.yahoo.com/quote/FB/history?p=FB,"May 04, 2020",200.2,205.91,198.76,205.26,205.26,"19,250,700",Facebook
1615775240-3215,https://finance.yahoo.com/quote/FB/history?p=FB,"Sep 24, 2020",246.5,252.24,245.62,249.53,249.53,"20,006,800",Facebook
1615775240-3302,https://finance.yahoo.com/quote/FB/history?p=FB,"May 21, 2020",234.72,237.2,231.2,231.39,231.39,"47,782,600",Facebook
1615775240-3176,https://finance.yahoo.com/quote/FB/history?p=FB,"Nov 18, 2020",274.52,277.39,271.84,271.97,271.97,"12,152,900",Facebook
1615775240-3158,https://finance.yahoo.com/quote/FB/history?p=FB,"Dec 15, 2020",274.83,276.08,267.47,275.55,275.55,"23,979,500",Facebook
1615775240-3331,https://finance.yahoo.com/quote/FB/history?p=FB,"Apr 09, 2020",175.9,177.08,171.57,175.19,175.19,"23,534,300",Facebook
1615775240-3311,https://finance.yahoo.com/quote/FB/history?p=FB,"May 08, 2020",212.24,213.21,210.85,212.35,212.35,"12,506,000",Facebook
1615775240-3340,https://finance.yahoo.com/quote/FB/history?p=FB,"Mar 27, 2020",158.2,160.09,154.75,156.79,156.79,"24,879,900",Facebook
1615775240-3233,https://finance.yahoo.com/quote/FB/history?p=FB,"Aug 28, 2020",295,297.23,290.98,293.66,293.66,"17,157,400",Facebook
1615775240-3306,https://finance.yahoo.com/quote/FB/history?p=FB,"May 15, 2020",205.27,211.34,204.12,210.88,210.88,"19,383,200",Facebook
1615775240-3193,https://finance.yahoo.com/quote/FB/history?p=FB,"Oct 26, 2020",283.16,285.23,274.26,277.11,277.11,"21,322,900",Facebook
1615775240-3200,https://finance.yahoo.com/quote/FB/history?p=FB,"Oct 15, 2020",267.6,269.04,263.67,266.72,266.72,"15,416,100",Facebook
1615775240-3122,https://finance.yahoo.com/quote/FB/history?p=FB,"Feb 08, 2021",268.75,269.86,265,266.58,266.58,"13,755,200",Facebook
1615775240-3256,https://finance.yahoo.com/quote/FB/history?p=FB,"Jul 28, 2020",234.63,234.96,229.83,230.12,230.12,"14,170,100",Facebook
1615775240-3265,https://finance.yahoo.com/quote/FB/history?p=FB,"Jul 15, 2020",241.55,244.82,238.05,240.28,240.28,"19,133,600",Facebook
1615775240-3118,https://finance.yahoo.com/quote/FB/history?p=FB,"Feb 12, 2021",270.52,271.18,268.34,270.5,270.5,"9,069,100",Facebook
1615775240-3148,https://finance.yahoo.com/quote/FB/history?p=FB,"Dec 30, 2020",277.95,278.08,271.71,271.87,271.87,"11,803,800",Facebook
1615775240-3218,https://finance.yahoo.com/quote/FB/history?p=FB,"Sep 21, 2020",247.54,249.95,244.13,248.15,248.15,"24,709,400",Facebook
1615775240-3296,https://finance.yahoo.com/quote/FB/history?p=FB,"Jun 01, 2020",224.59,232.44,223.5,231.91,231.91,"18,223,800",Facebook
1615775240-3163,https://finance.yahoo.com/quote/FB/history?p=FB,"Dec 08, 2020",286.01,286.43,281.55,283.4,283.4,"10,747,700",Facebook
1615775240-3297,https://finance.yahoo.com/quote/FB/history?p=FB,"May 29, 2020",225.2,227.49,222.88,225.09,225.09,"23,241,500",Facebook
1615775240-3221,https://finance.yahoo.com/quote/FB/history?p=FB,"Sep 16, 2020",267.29,272.44,261.79,263.52,263.52,"29,183,400",Facebook
1615775240-3204,https://finance.yahoo.com/quote/FB/history?p=FB,"Oct 09, 2020",264.52,264.75,262.17,264.45,264.45,"14,107,800",Facebook
1615775240-3106,https://finance.yahoo.com/quote/FB/history?p=FB,"Mar 03, 2021",260.29,260.99,255.1,255.41,255.41,"15,476,700",Facebook
1615775240-3287,https://finance.yahoo.com/quote/FB/history?p=FB,"Jun 12, 2020",229.9,231.66,224.5,228.58,228.58,"22,091,400",Facebook
1615775240-3102,https://finance.yahoo.com/quote/FB/history?p=FB,"Mar 09, 2021",261.18,268.53,259.81,265.74,265.74,"22,018,400",Facebook
1615775240-3346,https://finance.yahoo.com/quote/FB/history?p=FB,"Mar 19, 2020",146.62,159.93,144.8,153.13,153.13,"39,862,300",Facebook
1615775240-3292,https://finance.yahoo.com/quote/FB/history?p=FB,"Jun 05, 2020",226.71,231.35,225.31,230.77,230.77,"16,750,400",Facebook
1615775240-3164,https://finance.yahoo.com/quote/FB/history?p=FB,"Dec 07, 2020",279.19,288.49,278.2,285.58,285.58,"13,007,700",Facebook
1615775240-3235,https://finance.yahoo.com/quote/FB/history?p=FB,"Aug 26, 2020",284,304.67,284,303.91,303.91,"69,015,200",Facebook
1615775240-3116,https://finance.yahoo.com/quote/FB/history?p=FB,"Feb 17, 2021",271.24,273.97,269.58,273.57,273.57,"12,763,200",Facebook
1615775240-3224,https://finance.yahoo.com/quote/FB/history?p=FB,"Sep 11, 2020",270.06,271.39,262.64,266.61,266.61,"18,913,900",Facebook
1615775240-3213,https://finance.yahoo.com/quote/FB/history?p=FB,"Sep 28, 2020",259.4,259.6,254.82,256.82,256.82,"18,826,300",Facebook
1615775240-3124,https://finance.yahoo.com/quote/FB/history?p=FB,"Feb 04, 2021",267.01,268.16,264,266.49,266.49,"16,060,000",Facebook
1615775240-3220,https://finance.yahoo.com/quote/FB/history?p=FB,"Sep 17, 2020",258.28,261.5,250.19,254.82,254.82,"31,281,400",Facebook
1615775240-3230,https://finance.yahoo.com/quote/FB/history?p=FB,"Sep 02, 2020",298.88,303.6,293.05,302.5,302.5,"24,341,400",Facebook
1615775240-3186,https://finance.yahoo.com/quote/FB/history?p=FB,"Nov 04, 2020",281,288.94,278.62,287.38,287.38,"35,364,400",Facebook
1615775240-3139,https://finance.yahoo.com/quote/FB/history?p=FB,"Jan 13, 2021",251.55,253.95,249.2,251.64,251.64,"19,528,900",Facebook
1615775240-3194,https://finance.yahoo.com/quote/FB/history?p=FB,"Oct 23, 2020",278.8,285.24,276.82,284.79,284.79,"17,535,200",Facebook
1615775240-3180,https://finance.yahoo.com/quote/FB/history?p=FB,"Nov 12, 2020",277.18,279.75,274.43,275.08,275.08,"12,899,500",Facebook
1615775240-3269,https://finance.yahoo.com/quote/FB/history?p=FB,"Jul 09, 2020",245,246.53,239.24,244.5,244.5,"22,174,900",Facebook
1615775240-3146,https://finance.yahoo.com/quote/FB/history?p=FB,"Jan 04, 2021",274.78,275,265.2,268.94,268.94,"15,106,100",Facebook
1615775240-3339,https://finance.yahoo.com/quote/FB/history?p=FB,"Mar 30, 2020",159.18,166.75,158.06,165.95,165.95,"22,515,200",Facebook
1615775240-3239,https://finance.yahoo.com/quote/FB/history?p=FB,"Aug 20, 2020",261.5,269.63,261.46,269.01,269.01,"20,299,700",Facebook
1615775240-3308,https://finance.yahoo.com/quote/FB/history?p=FB,"May 13, 2020",209.43,210.78,202.11,205.1,205.1,"20,684,600",Facebook
1615775240-3159,https://finance.yahoo.com/quote/FB/history?p=FB,"Dec 14, 2020",273.37,277.22,271.56,274.19,274.19,"16,376,900",Facebook
1615775240-3319,https://finance.yahoo.com/quote/FB/history?p=FB,"Apr 28, 2020",188.66,189.2,182.56,182.91,182.91,"21,731,000",Facebook
1615775240-3123,https://finance.yahoo.com/quote/FB/history?p=FB,"Feb 05, 2021",266.8,269.17,265.67,268.1,268.1,"12,441,700",Facebook
1615775240-3262,https://finance.yahoo.com/quote/FB/history?p=FB,"Jul 20, 2020",240.06,246.05,235.64,245.42,245.42,"20,872,200",Facebook
1615775240-3345,https://finance.yahoo.com/quote/FB/history?p=FB,"Mar 20, 2020",156.02,159.27,148,149.73,149.73,"32,568,400",Facebook
1615775240-3344,https://finance.yahoo.com/quote/FB/history?p=FB,"Mar 23, 2020",149.66,152.31,142.25,148.1,148.1,"29,830,800",Facebook
1615775240-3316,https://finance.yahoo.com/quote/FB/history?p=FB,"May 01, 2020",201.6,207.28,199.05,202.27,202.27,"30,415,600",Facebook
1615775240-3322,https://finance.yahoo.com/quote/FB/history?p=FB,"Apr 23, 2020",184.08,187.05,183.15,185.13,185.13,"21,426,600",Facebook
1615775240-3329,https://finance.yahoo.com/quote/FB/history?p=FB,"Apr 14, 2020",178.98,181.23,176.62,178.17,178.17,"21,011,800",Facebook
1615775240-3173,https://finance.yahoo.com/quote/FB/history?p=FB,"Nov 23, 2020",270.89,270.95,264.53,268.43,268.43,"20,990,800",Facebook
1615775240-3342,https://finance.yahoo.com/quote/FB/history?p=FB,"Mar 25, 2020",158.92,162.99,153.06,156.21,156.21,"35,184,300",Facebook
1615775240-3114,https://finance.yahoo.com/quote/FB/history?p=FB,"Feb 19, 2021",269.86,270.27,260.15,261.56,261.56,"25,622,600",Facebook
1615775240-3242,https://finance.yahoo.com/quote/FB/history?p=FB,"Aug 17, 2020",262.5,264.1,259.4,261.16,261.16,"13,351,100",Facebook
1615775240-3298,https://finance.yahoo.com/quote/FB/history?p=FB,"May 28, 2020",224.3,231.63,224,225.46,225.46,"29,377,200",Facebook
1615775240-3293,https://finance.yahoo.com/quote/FB/history?p=FB,"Jun 04, 2020",229.56,231.63,224.61,226.29,226.29,"17,041,500",Facebook
1615775240-3127,https://finance.yahoo.com/quote/FB/history?p=FB,"Feb 01, 2021",259.52,264.17,254.91,262.01,262.01,"22,914,300",Facebook
1615775240-3188,https://finance.yahoo.com/quote/FB/history?p=FB,"Nov 02, 2020",264.6,270.47,257.34,261.36,261.36,"27,165,700",Facebook
1615775240-3270,https://finance.yahoo.com/quote/FB/history?p=FB,"Jul 08, 2020",238.11,246.99,236.59,243.58,243.58,"29,791,300",Facebook
1615775240-3217,https://finance.yahoo.com/quote/FB/history?p=FB,"Sep 22, 2020",253.31,255.32,248.22,254.75,254.75,"30,293,100",Facebook
1615775240-3333,https://finance.yahoo.com/quote/FB/history?p=FB,"Apr 07, 2020",171.79,173.39,166.01,168.83,168.83,"31,411,900",Facebook
1615775240-3273,https://finance.yahoo.com/quote/FB/history?p=FB,"Jul 02, 2020",239,240,232.61,233.42,233.42,"30,633,600",Facebook
1615775240-3237,https://finance.yahoo.com/quote/FB/history?p=FB,"Aug 24, 2020",271.07,277.25,268.77,271.39,271.39,"23,685,600",Facebook
1615775240-3238,https://finance.yahoo.com/quote/FB/history?p=FB,"Aug 21, 2020",268.69,270.49,266.42,267.01,267.01,"15,538,600",Facebook
1615775447-3569,https://finance.yahoo.com/quote/NFLX/history?p=NFLX,"Apr 30, 2020",410.31,424.44,408,419.85,419.85,"7,954,000",Netflix
1615775447-3393,https://finance.yahoo.com/quote/NFLX/history?p=NFLX,"Jan 11, 2021",507.84,510.73,497.95,499.1,499.1,"3,812,700",Netflix
1615775447-3392,https://finance.yahoo.com/quote/NFLX/history?p=NFLX,"Jan 12, 2021",500,501.09,485.67,494.25,494.25,"5,990,400",Netflix
1615775447-3506,https://finance.yahoo.com/quote/NFLX/history?p=NFLX,"Jul 30, 2020",480.71,488.35,477.51,485.8,485.8,"6,608,600",Netflix
1615775447-3512,https://finance.yahoo.com/quote/NFLX/history?p=NFLX,"Jul 22, 2020",492.19,497.2,487.2,489.82,489.82,"6,954,100",Netflix
1615775447-3502,https://finance.yahoo.com/quote/NFLX/history?p=NFLX,"Aug 05, 2020",508.68,510.1,501.2,502.11,502.11,"4,313,500",Netflix
1615775447-3379,https://finance.yahoo.com/quote/NFLX/history?p=NFLX,"Feb 01, 2021",536.79,545.06,531.73,539.04,539.04,"3,547,500",Netflix
1615775447-3365,https://finance.yahoo.com/quote/NFLX/history?p=NFLX,"Feb 22, 2021",534.99,541.79,530.79,533.78,533.78,"3,078,600",Netflix
1615775447-3566,https://finance.yahoo.com/quote/NFLX/history?p=NFLX,"May 05, 2020",427.56,431,421.56,424.68,424.68,"6,286,300",Netflix
1615775447-3425,https://finance.yahoo.com/quote/NFLX/history?p=NFLX,"Nov 23, 2020",490.46,491.15,475.84,476.62,476.62,"5,416,600",Netflix
1615775447-3553,https://finance.yahoo.com/quote/NFLX/history?p=NFLX,"May 22, 2020",437,439.09,427.18,429.32,429.32,"5,422,300",Netflix
1615775447-3563,https://finance.yahoo.com/quote/NFLX/history?p=NFLX,"May 08, 2020",434.14,442,433.64,435.55,435.55,"5,054,300",Netflix
1615775447-3541,https://finance.yahoo.com/quote/NFLX/history?p=NFLX,"Jun 10, 2020",436,439.69,430.55,434.48,434.48,"4,896,900",Netflix
1615775447-3521,https://finance.yahoo.com/quote/NFLX/history?p=NFLX,"Jul 09, 2020",508.4,510,495.78,507.76,507.76,"5,840,500",Netflix
1615775447-3495,https://finance.yahoo.com/quote/NFLX/history?p=NFLX,"Aug 14, 2020",482.82,488.33,480.21,482.68,482.68,"2,943,500",Netflix
1615775447-3582,https://finance.yahoo.com/quote/NFLX/history?p=NFLX,"Apr 13, 2020",371.31,400.51,367.7,396.72,396.72,"11,692,900",Netflix
1615775447-3407,https://finance.yahoo.com/quote/NFLX/history?p=NFLX,"Dec 18, 2020",533.2,536.37,526.02,534.45,534.45,"4,502,700",Netflix
1615775447-3414,https://finance.yahoo.com/quote/NFLX/history?p=NFLX,"Dec 09, 2020",510.53,514.5,491.29,493.6,493.6,"4,178,800",Netflix
1615775447-3592,https://finance.yahoo.com/quote/NFLX/history?p=NFLX,"Mar 27, 2020",359.09,368.56,353,357.12,357.12,"7,948,800",Netflix
1615775447-3562,https://finance.yahoo.com/quote/NFLX/history?p=NFLX,"May 11, 2020",436.33,444.89,435.56,440.52,440.52,"5,486,000",Netflix
1615775447-3389,https://finance.yahoo.com/quote/NFLX/history?p=NFLX,"Jan 15, 2021",500,506.32,495.1,497.98,497.98,"5,895,800",Netflix
1615775447-3560,https://finance.yahoo.com/quote/NFLX/history?p=NFLX,"May 13, 2020",435.69,447,427.27,438.27,438.27,"7,014,600",Netflix
1615775447-3399,https://finance.yahoo.com/quote/NFLX/history?p=NFLX,"Dec 31, 2020",525.53,545.5,523.15,540.73,540.73,"5,392,300",Netflix
1615775447-3432,https://finance.yahoo.com/quote/NFLX/history?p=NFLX,"Nov 12, 2020",491,496.52,480.43,486.77,486.77,"5,063,700",Netflix
1615775447-3500,https://finance.yahoo.com/quote/NFLX/history?p=NFLX,"Aug 07, 2020",505.45,508.29,486.68,494.73,494.73,"5,910,300",Netflix
1615775447-3564,https://finance.yahoo.com/quote/NFLX/history?p=NFLX,"May 07, 2020",436.89,438.88,430.66,436.53,436.53,"5,641,900",Netflix
1615775447-3557,https://finance.yahoo.com/quote/NFLX/history?p=NFLX,"May 18, 2020",451.16,456.36,443.35,452.58,452.58,"7,780,300",Netflix
1615775447-3471,https://finance.yahoo.com/quote/NFLX/history?p=NFLX,"Sep 18, 2020",472.51,479.4,458.6,469.96,469.96,"6,717,700",Netflix
1615775447-3406,https://finance.yahoo.com/quote/NFLX/history?p=NFLX,"Dec 21, 2020",530.05,532.62,521.15,528.91,528.91,"3,894,000",Netflix
1615775447-3532,https://finance.yahoo.com/quote/NFLX/history?p=NFLX,"Jun 23, 2020",466.5,474.01,464.5,466.26,466.26,"5,948,400",Netflix
1615775447-3600,https://finance.yahoo.com/quote/NFLX/history?p=NFLX,"Mar 17, 2020",306.19,322.9,290.25,319.75,319.75,"10,013,900",Netflix
1615775447-3470,https://finance.yahoo.com/quote/NFLX/history?p=NFLX,"Sep 21, 2020",467.69,487.78,466.32,487.35,487.35,"5,457,500",Netflix
1615775447-3400,https://finance.yahoo.com/quote/NFLX/history?p=NFLX,"Dec 30, 2020",530.13,533.26,523.69,524.59,524.59,"1,876,300",Netflix
1615775447-3420,https://finance.yahoo.com/quote/NFLX/history?p=NFLX,"Dec 01, 2020",492.34,509.47,491.98,504.58,504.58,"5,063,200",Netflix
1615775447-3472,https://finance.yahoo.com/quote/NFLX/history?p=NFLX,"Sep 17, 2020",475.16,478.4,463.27,470.2,470.2,"5,379,300",Netflix
1615775447-3397,https://finance.yahoo.com/quote/NFLX/history?p=NFLX,"Jan 05, 2021",521.55,526.78,515.89,520.8,520.8,"3,133,900",Netflix
1615775447-3486,https://finance.yahoo.com/quote/NFLX/history?p=NFLX,"Aug 27, 2020",537.78,541,521.25,526.27,526.27,"9,062,900",Netflix
1615775447-3467,https://finance.yahoo.com/quote/NFLX/history?p=NFLX,"Sep 24, 2020",470.53,477,467.82,473.08,473.08,"3,727,200",Netflix
1615775447-3396,https://finance.yahoo.com/quote/NFLX/history?p=NFLX,"Jan 06, 2021",511.97,513.1,499.5,500.49,500.49,"5,346,200",Netflix
1615775447-3474,https://finance.yahoo.com/quote/NFLX/history?p=NFLX,"Sep 15, 2020",484,497.47,481.63,495.99,495.99,"5,337,000",Netflix
1615775447-3446,https://finance.yahoo.com/quote/NFLX/history?p=NFLX,"Oct 23, 2020",488.11,490.06,481.35,488.28,488.28,"4,927,900",Netflix
1615775447-3540,https://finance.yahoo.com/quote/NFLX/history?p=NFLX,"Jun 11, 2020",428.2,445.57,424.16,425.56,425.56,"7,462,900",Netflix
1615775447-3576,https://finance.yahoo.com/quote/NFLX/history?p=NFLX,"Apr 21, 2020",444.77,447,425.6,433.83,433.83,"23,177,600",Netflix
1615775447-3549,https://finance.yahoo.com/quote/NFLX/history?p=NFLX,"May 29, 2020",417.46,420.3,411.85,419.73,419.73,"5,270,500",Netflix
1615775447-3491,https://finance.yahoo.com/quote/NFLX/history?p=NFLX,"Aug 20, 2020",484.69,498.94,483.89,497.9,497.9,"5,132,500",Netflix
1615775447-3584,https://finance.yahoo.com/quote/NFLX/history?p=NFLX,"Apr 08, 2020",374.01,378.39,368.31,371.12,371.12,"6,908,900",Netflix
1615775447-3444,https://finance.yahoo.com/quote/NFLX/history?p=NFLX,"Oct 27, 2020",490.01,490.49,482.93,488.93,488.93,"3,627,200",Netflix
1615775447-3455,https://finance.yahoo.com/quote/NFLX/history?p=NFLX,"Oct 12, 2020",548.81,551.81,538.24,539.81,539.81,"5,391,100",Netflix
1615775447-3450,https://finance.yahoo.com/quote/NFLX/history?p=NFLX,"Oct 19, 2020",537.07,541.8,525.38,530.72,530.72,"7,567,500",Netflix
1615775447-3405,https://finance.yahoo.com/quote/NFLX/history?p=NFLX,"Dec 22, 2020",527.69,530.4,520.5,527.33,527.33,"1,906,600",Netflix
1615775447-3437,https://finance.yahoo.com/quote/NFLX/history?p=NFLX,"Nov 05, 2020",506.56,518.73,503.45,513.76,513.76,"5,372,800",Netflix
1615775447-3383,https://finance.yahoo.com/quote/NFLX/history?p=NFLX,"Jan 26, 2021",554.73,567.99,554.06,561.93,561.93,"5,023,800",Netflix
1615775447-3484,https://finance.yahoo.com/quote/NFLX/history?p=NFLX,"Aug 31, 2020",521.16,531.99,517.58,529.56,529.56,"4,941,400",Netflix
1615775447-3493,https://finance.yahoo.com/quote/NFLX/history?p=NFLX,"Aug 18, 2020",484.35,495.3,482.8,491.87,491.87,"3,505,500",Netflix
1615775447-3587,https://finance.yahoo.com/quote/NFLX/history?p=NFLX,"Apr 03, 2020",367.47,370.9,357.51,361.76,361.76,"4,860,800",Netflix
1615775447-3356,https://finance.yahoo.com/quote/NFLX/history?p=NFLX,"Mar 05, 2021",511.98,517.76,498.79,516.39,516.39,"5,068,700",Netflix
1615775447-3483,https://finance.yahoo.com/quote/NFLX/history?p=NFLX,"Sep 01, 2020",532.6,557.39,532.45,556.55,556.55,"9,581,900",Netflix
